LON,LAT,EDO,CLAVE,ESTACION,jul-20
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",129.81
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",44.6
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",115.6
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",353.3
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",210
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",129.5
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",205.3
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",44.4
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",54.92
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",248.17
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",254.2
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",578.51
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",100.8
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",520
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",366.3
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",291.1
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",302.1
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",631.2
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",102.5
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",281.5
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",105.12
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",495.55
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",566.72
-92.454167,16.712778,CHIS,HUIXTAN,"Huixtán, Chis. SGT*",60.4
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",267.1
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",172.8
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",178.2
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",109.71
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",107.8
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",158.81
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",68
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",127.3
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",127.8
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",215.5
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",197.8
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",614.2
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",209.5
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",193.8
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",184
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",72.4
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",76.02
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",76
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",93.21
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",263.82
-91.990278,17.525833,CHIS,PLQCP,"Palenque, Chis. SMN*",107.8
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",125.8
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",140.5
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",168.9
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",170.5
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",234.71
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",135.8
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",133.72
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",82
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",140.3
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",166.6
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",79.9
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",215.6
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",44
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",393
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",330.91
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",204.2
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",128.55
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",110.4
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",232.61
-93.068056,16.716944,CHIS,TXZCP,"Tuxtla Gutiérrez Zoomat, Chis.",89.7
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",165.3
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",201.91
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",143.4
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",52
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",18.1
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",70.03
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",25.5
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",24.4
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",13.01
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",160.03
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",7.5
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",62.61
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",140.31
-100.954444,29.329167,COAH,LasVacasC,"Las Vacas Ciudad Acuña, Coah. CILA*",9.2
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",81.53
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",69.52
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",69.6
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",112.2
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",0
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",59.5
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",25.25
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",86
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",208.9
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",124
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",11.25
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",63
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",9
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",12.6
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",66.06
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",96.6
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",77.01
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",133
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",302.03
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",224.9
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",278.3
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",237
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",175.01
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",294.63
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",140.33
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",315.15
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",150.11
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",117.602
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",159.8
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",145.22
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",185.6
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",265.61
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",280.5
-104.1,18.936111,COL,RDRCM,"Radar, Col.",131.2
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",42.9
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",190.03
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",303.51
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",13.46
-99.174167,19.240833,DF,AMC,"Academia Méx.cana de Ciencias, Cd. de Méx. UNAM*",107.03
-99.102778,19.423056,DF,BALBUENA,"Balbuena, Cd. de Méx. UNAM*",104.67
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",112.22
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",81.91
-99.059722,19.383611,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de Méx. UNAM*",65.28
-99.140278,19.484167,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de Méx. UNAM*",108.98
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",196.82
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",51.29
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",96.26
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",150.21
-99.196111,19.311667,DF,CENAPRED,"Centro de Ciencias de la Atmósfera CENAPRED, Cd. de Méx SMN*",217
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",205.49
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",83.04
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",148.09
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",131.57
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",89.7
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",109.72
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",140.14
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",107.83
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",147.02
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",83.55
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",57.1
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",73.65
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SEGIAGUA",136.39
-99.221111,19.321944,DF,DHUMANOS,"Derechos Humanos, Cd. de Méx. UNAM*",128.42
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",162.31
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",100.55
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",189.73
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",322.54
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",109.6
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",155.97
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",80.62
-99.167778,19.281667,DF,LAJOYA,"La Joya, Cd. de Méx. UNAM*",157.72
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",82.05
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",229.62
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",131.81
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",125.98
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",160.52
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",97.02
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",129.28
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",70.26
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",103.6
-99.071667,19.415,DF,PANTITLAN,"Pantitlán, Cd. de Méx. UNAM*",92.82
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",95.24
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",90.16
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",100.55
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",89.12
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",121.91
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",150.86
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",49.53
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",131.29
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",124.96
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",187.7
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",127.99
-99.134722,19.273333,DF,PREPA5,"Prepa 5, Cd. de Méx. UNAM*",126.74
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",178.81
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",104.92
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",48.5
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",100.06
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",125.99
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",143
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",106.68
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",226.32
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",127.77
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",215.89
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",142.81
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de Méx. UNAM*",162.2
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",210.81
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",65.53
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",0
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",92.3
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SEGIAGUA",142.5
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",65.8
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de Méx. UNAM*",120.77
-99.141389,19.344444,DF,TAXQUENA,"Taxqueña, Cd. de Méx. UNAM*",187.48
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",117.61
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",182.12
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",124.94
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",71.12
-99.079444,19.282778,DF,TLAHUAC,"San Pedro Tláhuac, Cd. de Méx. SEGIAGUA",66.06
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",145.56
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",173.46
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",70.36
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",117.09
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",136.4
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",116.05
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",179.59
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",15.46
-99.189444,19.503333,DF,UAMAZC,"Universidad Autónoma Metropolitana Azcapotzalco, Cd. de Méx. UNAM*",79.97
