LON,LAT,EDO,CLAVE,ESTACION,jul-22
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",33.7
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",74.4
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",235.4
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",474.3
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",204.7
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",398.2
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",666
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",198.1
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",108.8
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",101.4
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",113.7
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",476.02
-92.8975,15.994444,CHIS,ELPORTILLO,"El Portillo, Chis. SGT*",237
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",435.33
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",409.4
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",678.5
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",227
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",474.7
-92.476111,15.346667,CHIS,FPZCP,"Finca la Paz, Chis.",352
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",81.1
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",242.8
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",501.54
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",415.1
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",350.8
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",347.41
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",230.3
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",226.8
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",261.54
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",155.9
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",247.1
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",257.4
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",300.71
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",97.4
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",104.34
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",591.9
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",200.5
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",131.6
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",202.4
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",129.8
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",214.8
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",46.9
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",27.4
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",166.9
-93.474444,17.463611,CHIS,PENITAS,"Peñitas, Chis. SGT*",155.6
-92.794167,15.714444,CHIS,PRUSIA,"Prusia, Chis. SGT*",650.8
-93.186667,16.753889,CHIS,PTECLUBCAMP,"Puente Club Campestre, Chis. SGT*",123.5
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",65.6
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",88.8
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",264.1
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",240.2
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",193.7
-93.128889,16.790278,CHIS,SANJUANSEMIN,"San Juan Seminario, Chis. SGT*",46.3
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",312.9
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",250.9
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",37
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",57.7
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",67.4
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",172.8
-93.133889,16.747222,CHIS,SECTEC59,"Secundaria Técnica 59, Chis. SGT*",60.8
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",435
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",188.6
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",99.2
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",206.7
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",79.8
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",144.9
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",85.5
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",290.1
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",255.9
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",102.2
-92.1475,14.9625,CHIS,TALISMAN,"Talismán, Chis. SGT*",0.03
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",279.5
-92.426389,17.300278,CHIS,TILA,"Tila, Chis. SGT*",172
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",319.9
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",109.2
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",118.4
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",55.9
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",101.2
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",51.7
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",95.36
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",209.9
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",36.2
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",58
-92.799722,17.270833,CHIS,ZACATONAL,"Zacatonal de Juárez, Chis. SGT*",115.6
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",48
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",8.1
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",3.01
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",0
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",1.3
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",11
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",0.01
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",0
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",16.81
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",41.11
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas Ciudad Acuña, Coah. CILA*",10.2
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",15.01
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",0.52
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",16.01
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",7.6
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",32.1
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",0
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",68.3
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",33.6
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",40
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",16
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",52.5
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",0
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",0.03
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",35.02
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",2.81
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",7.02
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",287.03
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",70.86
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",181.91
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",137.25
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",227.4
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",336.3
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",186.71
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",189.8
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",151.41
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",37.328
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",86.6
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",78.19
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",32.79
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",44.31
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",229.2
-104.1,18.936111,COL,RDRCM,"Radar, Col.",59.72
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",530
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",141.02
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",191.55
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",190.24
-99.174167,19.240833,DF,AMC,"Academia Méx.cana de Ciencias, Cd. de Méx. UNAM*",116.67
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",112.398
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",53.71
-99.059722,19.383611,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de Méx. UNAM*",116.69
-99.140278,19.484167,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de Méx. UNAM*",89.4
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",237.03
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",102.1
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",105.91
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",124.4
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",148.59
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",91.43
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",87.63
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",77.72
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Méx SGT*",233.9
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",178
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",148.82
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",243.15
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",45.26
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",126.382
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",76.97
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",56.6
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",78.23
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",230.63
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",150.61
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",250.42
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",104
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",80.77
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",0
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",42.67
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",140.21
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",158.014
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de Méx. UNAM*",88.53
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",141.73
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",170.94
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",127.84
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",225.15
-99.071667,19.415,DF,PANTITLAN,"Pantitlán, Cd. de Méx. UNAM*",90.54
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",128.26
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",86.09
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",89.14
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",116.33
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",102.86
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",136.39
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",83.32
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",102.07
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",93.21
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",181.6
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",98.54
-99.134722,19.273333,DF,PREPA5,"Prepa 5, Cd. de Méx. UNAM*",123.16
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",189.48
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",87.9
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",98.79
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",96.6
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",124.7
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",180.59
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",75.67
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",116.33
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",133.32
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",41.9
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",164.58
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de Méx. UNAM*",232.61
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",173.96
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",131.56
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",101.84
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",79.76
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",81.4
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SEGIAGUA",181.86
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",93.22
