LON,LAT,EDO,CLAVE,ESTACION,sep-22
-114.729444,32.703889,BC,PDMBN,"Presa derivadora Morelos, B.C.",18.71
-117.071389,32.3775,BC,PLAYAROSARITO,"Playa Rosarito, B.C. SMN*",13
-116.678333,32.543889,BC,PRTBN,"La Puerta, B.C.",18.02
-116.64,31.704444,BC,PTBBN,"Punta Banda, B.C.",10
-114.839444,31.029167,BC,SFLBN,"Observatorio de San Felipe, B.C.",95.1
-116.661667,32.568611,BC,TECATE,"Tecate, B.C. SMN*",22.6
-111.663611,25.009722,BCS,CCNBS,"Observatorio de Ciudad Constitución, B.C.S.",196.5
-109.925833,22.8975,BCS,CSLBS,"Cabo San Lucas, B.C.S.",135.71
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",90.5
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",326.01
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",102.2
-111.349167,26.011667,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",197.9
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",357
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",235.51
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",101.53
-110.059167,23.805,BCS,SANBS,"San Antonio Sur, B.C.S.",179.21
-112.478611,26.2575,BCS,SANJUANICO,"San Juanico, B.C.S. SMN*",101.4
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",227.53
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",366.8
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",79.5
-109.998611,23.555556,BCS,SLAGUNA,"Sierra La Laguna, B.C.S. SMN*",166.56
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",175.11
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",70.51
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",178.5
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",227.01
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",300.02
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",191.5
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",325
-91.046111,18.184444,CAMP,CNDCA,"Candelaria, Camp.",269
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",283.3
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",175.6
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",255.7
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",115.9
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",230.1
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",356
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",360.01
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",115.9
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",98.5
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",71.9
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",31
-106.219444,27.446667,CHIH,BOCADELRIO,"Boca del Río, Chih. SGT*",75.5
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",93
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",21.5
-108.52,28.147222,CHIH,C08182,"Moris, Chih.",48
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",61.5
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",38.02
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",49.12
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",36.82
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",102.39
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",24.55
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",89.15
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",147.53
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",20.78
-105.381667,27.410278,CHIH,CL2CH,"Colina hidrométrica, Chih.",55
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",108.531
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",49
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",85.1
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",36.9
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",44.01
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",70.19
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",62.31
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",83.61
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",65
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",38
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",29
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",22
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",19.5
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",88.35
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",94.19
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",15
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",106.93
-104.74,29.5,CHIH,PEGUIS,"Pegüis, Chih. SGT*",0
-105.280833,28.95,CHIH,PGRANERO,"Presa el Granero, Chih. SGT*",12.75
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",174.91
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",36.9
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",182.94
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",49.12
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",56.54
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",140.4
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",149.03
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",97.01
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",353.5
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",292.8
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",354.2
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",427.7
-92.874722,17.189444,CHIS,ARROYOGRANDE,"Arroyo Grande, Chis. SGT*",396.7
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",538.1
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",281.1
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",319.7
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",185.1
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",944.2
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",347.5
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",320.6
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",548.1
-92.618056,16.963333,CHIS,CHALCHIHUITAN,"Chalchihuitán, Chis. SGT*",735.2
-93.131389,17.341389,CHIS,CHAPULTENANGO,"Chapultenango, Chis. SGT*",1238.9
-92.715556,16.578056,CHIS,CHIAPILLA,"Villa de Chiapilla, Chis. SGT*",309.6
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",496.4
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",240.2
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",604.11
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",286.9
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",269.1
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",478.8
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",414.6
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",181.5
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",506.6
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",912.4
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",228.9
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",266.6
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",305.4
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",319.6
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",458.73
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",452.69
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",369.6
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",826.82
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",687.2
-92.299167,15.126667,CHIS,FARCP,"Finca Argovia, Chis.",954.5
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",977.3
-92.476111,15.346667,CHIS,FPZCP,"Finca la Paz, Chis.",607.5
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",272.4
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",568.5
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",913.4
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",250.4
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",475
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",569.41
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",652.8
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",656.8
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",383.3
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",261
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",211.7
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",230.5
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",223.5
-93.28,17.96,CHIS,MACAYOMI,"Macayo Margen Izquierda, Chis. SGT*",385.8
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",420.2
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",356.38
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",549.1
-93.105833,16.741944,CHIS,MODULO5,"Módulo Cinco, Chis. SGT*",223.7
-92.673889,17.185556,CHIS,MOJOSTIC,"Mojostic, Chis. SGT*",395.1
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",156
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",228.4
-93.091389,16.7225,CHIS,MUCH,"Museo de Chiapas de Ciencia y Tecnología, Chis. SGT*",272.1
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",372
-93.369167,17.455,CHIS,NVOXOCHIMILCO,"Nuevo Xochimilco, Chis. SGT*",704.6
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",610.5
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",316.4
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",423.3
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",436.3
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",535.7
-93.474444,17.463611,CHIS,PENITAS,"Peñitas, Chis. SGT*",571.6
-92.794167,15.714444,CHIS,PRUSIA,"Prusia, Chis. SGT*",791.4
-93.186667,16.753889,CHIS,PTECLUBCAMP,"Puente Club Campestre, Chis. SGT*",139
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",289.2
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",308
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",521.8
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",789.3
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",210.9
-93.102778,17.4975,CHIS,RIOJANEIRO,"Río de Janeiro, Chis. SGT*",956.4
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",729.5
-93.128889,16.790278,CHIS,SANJUANSEMIN,"San Juan Seminario, Chis. SGT*",262.3
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",699.6
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",184.6
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",250.5
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",241.3
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",411.2
-93.1,16.786111,CHIS,SECTEC103,"Secundaria Técnica 103, Chis. SGT*",244.7
-93.133889,16.747222,CHIS,SECTEC59,"Secundaria Técnica 59, Chis. SGT*",191.8
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",446.3
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",412.4
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",345.9
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",814.3
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",640.4
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",224.4
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",422.6
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",646.1
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",328.6
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",187.2
-93.244722,17.494167,CHIS,SUNUAPA,"Sunuapa, Chis. SGT*",699.4
-92.1475,14.9625,CHIS,TALISMAN,"Talismán, Chis. SGT*",39.58
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",800.2
-92.426389,17.300278,CHIS,TILA,"Tila, Chis. SGT*",415.8
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",411.4
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",308.2
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",150.2
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",205.8
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",620.5
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",254.3
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",321.54
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",226.9
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",409.5
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",296.2
-92.799722,17.270833,CHIS,ZACATONAL,"Zacatonal de Juárez, Chis. SGT*",435.4
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",34
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",59.5
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",16
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",47
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",0.5
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",83.01
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",193.51
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",168.5
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",41.01
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",62.51
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas Ciudad Acuña, Coah. CILA*",55.6
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",35.5
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",27.01
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",149.3
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",59.39
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",42.9
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",72
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",34.25
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",107.6
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",98.16
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",43.25
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",52.62
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",111
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",15.04
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",48.3
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",41
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",74.01
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",162.14
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",377.74
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",261.4
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",261.1
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",151
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",239.57
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",93.92
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",228.8
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",104.84
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",400.792
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",21.1
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",197.73
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",448.51
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",149.8
-104.1,18.936111,COL,RDRCM,"Radar, Col.",207.43
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",258.5
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",320.53
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",160.04
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",150.36
-99.174167,19.240833,DF,AMC,"Academia Méx.cana de Ciencias, Cd. de Méx. UNAM*",81.54
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",78.978
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",31.85
-99.059722,19.383611,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de Méx. UNAM*",83.66
-99.140278,19.484167,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de Méx. UNAM*",49.91
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",20.83
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",85.33
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",64.25
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",91.12
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",168.42
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",58.16
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",29.72
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",62.46
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Méx SGT*",24.47
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",91.9
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",96.52
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",104.34
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",71.7
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",104.976
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",61.21
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",44.5
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",55.36
-99.221111,19.321944,DF,DHUMANOS,"Derechos Humanos, Cd. de Méx. UNAM*",106.661
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",160.76
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",133.35
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",102.35
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",88.7
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",58.65
-99.167778,19.281667,DF,LAJOYA,"La Joya, Cd. de Méx. UNAM*",106.117
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",0
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",0
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",70.09
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",78.41
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de Méx. UNAM*",119.31
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",72.13
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",127.25
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",80.23
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",103.03
-99.071667,19.415,DF,PANTITLAN,"Pantitlán, Cd. de Méx. UNAM*",80.09
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",50.29
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",58.41
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",37.84
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",54.36
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",59.41
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",70.84
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",102.34
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",104.13
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",90.16
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",90.43
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",94.47
-99.134722,19.273333,DF,PREPA5,"Prepa 5, Cd. de Méx. UNAM*",88.7
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",229.87
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",84.3
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",96.26
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",58.15
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",66.8
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",108.95
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",45.97
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",77.46
