LON,LAT,EDO,CLAVE,ESTACION,ago-22
-115.15,32.411111,BC,ENLBN,"Observatorio de Ejido Nuevo León, B.C.",3
-116.302778,32.516389,BC,HNGBN,"El Hongo, B.C.",26
-115.466667,32.55,BC,MXCBN,"Mexicali, B.C.",6.65
-114.729444,32.703889,BC,PDMBN,"Presa derivadora Morelos, B.C.",31.34
-116.678333,32.543889,BC,PRTBN,"La Puerta, B.C.",0
-116.64,31.704444,BC,PTBBN,"Punta Banda, B.C.",0
-114.839444,31.029167,BC,SFLBN,"Observatorio de San Felipe, B.C.",0
-116.661667,32.568611,BC,TECATE,"Tecate, B.C. SMN*",0
-111.663611,25.009722,BCS,CCNBS,"Observatorio de Ciudad Constitución, B.C.S.",15.2
-109.925833,22.8975,BCS,CSLBS,"Cabo San Lucas, B.C.S.",0.03
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",0.05
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",25
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",30.53
-111.349167,26.011667,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",25.4
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",36
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",79.03
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",62.75
-110.059167,23.805,BCS,SANBS,"San Antonio Sur, B.C.S.",302.73
-112.478611,26.2575,BCS,SANJUANICO,"San Juanico, B.C.S. SMN*",6.59
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",12.04
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",267.01
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",2.01
-109.998611,23.555556,BCS,SLAGUNA,"Sierra La Laguna, B.C.S. SMN*",253.97
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",167.72
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",78.02
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",200.5
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",367.9
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",118
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",284
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",521
-91.046111,18.184444,CAMP,CNDCA,"Candelaria, Camp.",181.6
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",482.51
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",162.33
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",186
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",88.9
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",205.1
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",190.5
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",233
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",93.9
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",117
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",398.01
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",156
-106.219444,27.446667,CHIH,BOCADELRIO,"Boca del Río, Chih. SGT*",307.5
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",148.52
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",262
-108.52,28.147222,CHIH,C08182,"Moris, Chih.",200
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",129.5
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",273.52
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",147.06
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",173.21
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",318.15
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",141.02
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",184.12
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",330.42
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",60.9
-105.381667,27.410278,CHIH,CL2CH,"Colina hidrométrica, Chih.",169.01
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",258.22
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",135.75
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",316.7
-106.390278,26.473333,CHIH,ELVERGELSMN,"El Vergel, Chih. SMN*",266.5
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",189.41
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",129.37
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",196.24
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",152.53
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",222.81
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",103
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",141.36
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",229.54
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",141.02
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",187.13
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",104.63
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",318.97
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",137.21
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",151.78
-104.74,29.5,CHIH,PEGUIS,"Pegüis, Chih. SGT*",4
-105.280833,28.95,CHIH,PGRANERO,"Presa el Granero, Chih. SGT*",131.55
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",311.92
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",179.21
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",181.31
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",163.4
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",79.56
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",265.7
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",218.1
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",297.52
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",288
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",227.6
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",190.98
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",198.4
-92.874722,17.189444,CHIS,ARROYOGRANDE,"Arroyo Grande, Chis. SGT*",270.5
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",205.5
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",192.3
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",210.3
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",222.9
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",619.6
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",140.4
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",71
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",261.8
-92.618056,16.963333,CHIS,CHALCHIHUITAN,"Chalchihuitán, Chis. SGT*",465.2
-93.131389,17.341389,CHIS,CHAPULTENANGO,"Chapultenango, Chis. SGT*",367.6
-92.715556,16.578056,CHIS,CHIAPILLA,"Villa de Chiapilla, Chis. SGT*",122.9
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",216.8
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",263.5
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",242.3
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",251.5
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",223.6
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",218.78
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",309.5
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",188.9
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",266.1
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",618.5
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",324.2
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",122.8
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",197
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",253.9
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",369.9
-92.8975,15.994444,CHIS,ELPORTILLO,"El Portillo, Chis. SGT*",164.6
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",472.33
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",334.9
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",808.7
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",293.8
-92.299167,15.126667,CHIS,FARCP,"Finca Argovia, Chis.",696.3
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",663.8
-92.476111,15.346667,CHIS,FPZCP,"Finca la Paz, Chis.",512.5
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",270.7
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",256.8
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",773.8
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",598.4
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",349
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",326.47
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",273.3
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",272.1
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",283.9
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",219.5
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",358.1
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",366.7
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",220.73
-93.28,17.96,CHIS,MACAYOMI,"Macayo Margen Izquierda, Chis. SGT*",87.9
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",177.3
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",161.38
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",597.7
-93.105833,16.741944,CHIS,MODULO5,"Módulo Cinco, Chis. SGT*",212.8
-92.673889,17.185556,CHIS,MOJOSTIC,"Mojostic, Chis. SGT*",243.5
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",267.2
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",192
-93.091389,16.7225,CHIS,MUCH,"Museo de Chiapas de Ciencia y Tecnología, Chis. SGT*",270.9
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",240.2
-93.369167,17.455,CHIS,NVOXOCHIMILCO,"Nuevo Xochimilco, Chis. SGT*",161.4
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",330.2
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",203.2
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",185.4
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",185.6
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",194
-93.474444,17.463611,CHIS,PENITAS,"Peñitas, Chis. SGT*",208.5
-92.794167,15.714444,CHIS,PRUSIA,"Prusia, Chis. SGT*",457.2
-93.186667,16.753889,CHIS,PTECLUBCAMP,"Puente Club Campestre, Chis. SGT*",229.7
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",123
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",245.2
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",217.7
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",293.3
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",344
-93.102778,17.4975,CHIS,RIOJANEIRO,"Río de Janeiro, Chis. SGT*",255.1
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",218.9
-93.128889,16.790278,CHIS,SANJUANSEMIN,"San Juan Seminario, Chis. SGT*",190.7
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",223.7
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",126
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",155.7
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",134.7
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",219.2
-93.1,16.786111,CHIS,SECTEC103,"Secundaria Técnica 103, Chis. SGT*",214.5
-93.133889,16.747222,CHIS,SECTEC59,"Secundaria Técnica 59, Chis. SGT*",151.2
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",249
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",201
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",243.9
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",123.4
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",250.7
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",320
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",238.2
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",362.8
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",123.3
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",187
-93.244722,17.494167,CHIS,SUNUAPA,"Sunuapa, Chis. SGT*",209.6
-92.1475,14.9625,CHIS,TALISMAN,"Talismán, Chis. SGT*",11.39
-92.426389,17.300278,CHIS,TILA,"Tila, Chis. SGT*",322.4
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",533.7
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",274.2
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",207.9
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",237.2
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",208.4
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",185
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",182.01
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",155
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",274.3
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",194.9
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",205.6
-92.799722,17.270833,CHIS,ZACATONAL,"Zacatonal de Juárez, Chis. SGT*",341.3
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",256.02
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",109.9
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",23.3
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",96
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",78.5
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",239
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",120.54
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",309
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",61.42
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",38.71
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas Ciudad Acuña, Coah. CILA*",214.4
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",97.42
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",85.03
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",104.9
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",191.2
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",289.8
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",73
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",176.25
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",48.81
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",49
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",162.5
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",242.5
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",149.2
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",62.81
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",40.52
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",73.92
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",93.03
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",212
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",87.54
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",163.92
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",106.85
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",136.81
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",232.13
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",127.17
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",388.5
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",143.44
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",290.286
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",58
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",86.75
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",93.4
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",133.7
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",221.6
-104.1,18.936111,COL,RDRCM,"Radar, Col.",119.62
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",629.6
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",131.58
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",207.04
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",217.61
-99.174167,19.240833,DF,AMC,"Academia Méx.cana de Ciencias, Cd. de Méx. UNAM*",135.91
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",102.62
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",80.01
-99.059722,19.383611,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de Méx. UNAM*",108.71
-99.140278,19.484167,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de Méx. UNAM*",86.73
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",180.85
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",101.32
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",98.55
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",108.42
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",185.43
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",133.09
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",43.42
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",98.54
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Méx SGT*",156.11
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",122.8
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",231.16
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",164.76
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",86.54
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",109.591
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",73.68
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",43.8
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",108.19
-99.221111,19.321944,DF,DHUMANOS,"Derechos Humanos, Cd. de Méx. UNAM*",91.464
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",303.03
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",206.99
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",134.63
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",76.4
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",67.73
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",0
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",0
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",141.25
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",134.077
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de Méx. UNAM*",89.37
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",97.28
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",179.81
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",98.48
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",199.17
-99.071667,19.415,DF,PANTITLAN,"Pantitlán, Cd. de Méx. UNAM*",88.04
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",94.74
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",133.09
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",38.85
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",47.51
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",139.43
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",98.3
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",126.24
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",128.25
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",88.14
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",124.44
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",153.15
-99.134722,19.273333,DF,PREPA5,"Prepa 5, Cd. de Méx. UNAM*",114.23
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",278.38
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",118.11
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",103.13
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",121.63
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",150.35
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",173.21
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",91.45
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",146.57
