LON,LAT,EDO,CLAVE,ESTACION,oct-19
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",43.8
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",41.21
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",19.11
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",32
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",30.2
-104.912778,27.126667,CHIH,JMNCH,"Jiménez, Chih.",5.8
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",11.02
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",23.91
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",34.51
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",59.68
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",100.6
-104.43,29.583333,CHIH,OjinagaC,"Ojinaga Río Conchos, Chih. CILA*",20
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",40.5
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",16.03
-104.74,29.5,CHIH,Peguis,"Pegüis, Chih. SGT*",38.25
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",51.22
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",70.82
-106.383333,26.466667,CHIH,RVGCH,"El Vergel, Chih.",88.1
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",19.1
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",0
-107.816667,28.95,CHIH,TEMOSACHICob,"Observatorio de Temósachic, Chih. SMN*",0
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",14.74
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",44.01
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",21.41
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",16.03
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",31
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",53.01
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",181.6
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",314.91
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",239.2
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",0.1
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",213
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",671.13
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",400.42
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",253.4
-91.949722,17.85,CHIS,CATAZAJA,"Catazajá, Chis. SGT*",65.2
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",335.4
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",488.9
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",348.8
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",145.51
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",238
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",356.6
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",393.4
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",284.2
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",429.02
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",372
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",274.8
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",235.8
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",357.52
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",478
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",143.2
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",540.8
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",507.81
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",789
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",121.81
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",419.42
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",375
-92.454167,16.712778,CHIS,HUIXTAN,"Huixtán, Chis. SGT*",238.4
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",216.6
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",371.6
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",346.29
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",507.81
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",361.5
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",358.6
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",301.2
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",252.6
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",418.53
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",161.2
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",201.7
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",84.2
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",420.4
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",266.2
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",420.02
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",364
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",552.3
-93.474444,17.463611,CHIS,PENITAS,"Peñitas, Chis. SGT*",465.7
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",245.2
-91.990278,17.525833,CHIS,PLQCP,"Palenque, Chis. SMN*",555.8
-93.186667,16.753889,CHIS,PTECLUBCAMP,"Puente Club Campestre, Chis. SGT*",162.1
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",254.8
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",262.2
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",443.42
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",359.8
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",521.4
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",591.1
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",291.9
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",205.3
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",241.93
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",292.72
-93.1,16.786111,CHIS,SECTEC103,"Secundaria Técnica 103, Chis. SGT*",147.9
-93.133889,16.747222,CHIS,SECTEC59,"Secundaria Técnica 59, Chis. SGT*",128
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",347.6
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",349.5
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",514.6
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",265.31
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",204.6
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",290.51
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",238.6
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",90.5
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",583.5
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",275.6
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",334
-93.0575,16.736111,CHIS,TRABAJOSOCIAL,"Trabajo Social, Chis. SGT*",83.5
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",181.9
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",112.22
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",108.6
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",137.12
-93.068056,16.716944,CHIS,TXZCP,"Tuxtla Gutiérrez Zoomat, Chis.",169.1
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",158.1
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",153.31
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",379.1
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",13.02
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",19.02
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",29.01
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",28.51
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",29.8
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",36.02
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",12
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",19
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",10.71
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",14.9
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas Ciudad Acuña, Coah. CILA*",20.4
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",2.2
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",3
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",4.8
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",53.2
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",2.2
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",12.6
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",42.01
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",5
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",0
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",7.4
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",26
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",18
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",43
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",22
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",2.52
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",9.01
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",1.62
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",5.8
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",47.01
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",177
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",107.9
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",199.8
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",326.04
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",119.2
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",226.7
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",112.8
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",269.5
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",83.82
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clarión, Col. SEMAR*",9.15
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",98.806
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",68.6
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",157.53
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",79
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",68
-104.1,18.936111,COL,RDRCM,"Radar, Col.",235.41
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",183.01
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",173.02
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",30.98
-99.174167,19.240833,DF,AMC,"Academia Méx.cana de Ciencias, Cd. de Méx. UNAM*",102.95
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",99.57
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",109.2
-99.059722,19.383611,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de Méx. UNAM*",72.09
-99.140278,19.484167,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de Méx. UNAM*",56.51
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",120.38
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",34.8
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",108.52
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",93.81
-99.196111,19.311667,DF,CENAPRED,"Centro de Ciencias de la Atmósfera CENAPRED, Cd. de Méx SMN*",124.8
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",132.32
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",77.218
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",189.48
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",88.38
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",92.8
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",40.89
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",67.6
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",99.12
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",78.98
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",76.97
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SEGIAGUA",62.27
-99.221111,19.321944,DF,DHUMANOS,"Derechos Humanos, Cd. de Méx. UNAM*",139.09
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",34.03
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",74.93
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",200.17
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",197.09
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",90.5
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",175.48
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",75.03
-99.167778,19.281667,DF,LAJOYA,"La Joya, Cd. de Méx. UNAM*",121.75
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",80
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",258.07
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",263.17
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",104.41
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",112.99
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de Méx. UNAM*",6.14
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",93.23
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",180.09
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",78.73
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",106.16
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",118.74
-99.071667,19.415,DF,PANTITLAN,"Pantitlán, Cd. de Méx. UNAM*",78.3
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",90.41
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",77.22
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",84.84
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",74.42
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",108.2
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",108.96
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",93.98
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",121.41
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",81.78
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",115.84
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",102.35
-99.134722,19.273333,DF,PREPA5,"Prepa 5, Cd. de Méx. UNAM*",98.11
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",168.16
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",81.29
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",86.35
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",37.59
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",97.03
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",78.72
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",68.32
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",107.19
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",114.02
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",139.95
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",118.63
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de Méx. UNAM*",128.56
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",217.17
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",37.08
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",21.33
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",105.4
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SEGIAGUA",73.64
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",36.83
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de Méx. UNAM*",171.79
-99.141389,19.344444,DF,TAXQUENA,"Taxqueña, Cd. de Méx. UNAM*",105.27
