LON,LAT,EDO,CLAVE,ESTACION,sep-21
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",193.6
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",218
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",190.3
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",136.41
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",302
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",219
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",165.2
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",286
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",42
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",50
-106.219444,27.446667,CHIH,BOCADELRIO,"Boca del Río, Chih. SGT*",40.25
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",114.72
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",16.6
-108.52,28.147222,CHIH,C08182,"Moris, Chih.",31
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",69
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",25
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",5.3
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",38.11
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",103.2
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",13.02
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",13.99
-106.030278,28.670556,CHIH,CHIHUAHUAob,"Observatorio de Chihuahua, Chih. SMN*",30.6
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",33.86
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",22.5
-105.381667,27.410278,CHIH,CL2CH,"Colina hidrométrica, Chih.",34.02
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",130.51
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",6.75
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",12.81
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",45.6
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",12.02
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",19.4
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",110.71
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",64.01
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",110
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",14
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",27.52
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",79.5
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",28.5
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",10.41
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",85.2
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",3.01
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",41.03
-104.74,29.5,CHIH,PEGUIS,"Pegüis, Chih. SGT*",10
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",44.51
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",45.6
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",46.31
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",39
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",16.63
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",25.02
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",84.91
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",39.06
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",27
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",241.2
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",264.7
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",291.7
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",468.7
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",138.1
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",306.6
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",219
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",247.6
-91.949722,17.85,CHIS,CATAZAJA,"Catazajá, Chis. SGT*",233.1
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",339.2
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",448.7
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",373.4
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",211.5
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",303.9
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",299.1
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",259.2
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",247.4
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",87.49
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",220.2
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",478.8
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",183.6
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",253
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",269.4
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",548.8
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",752
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",488.7
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",420.2
-92.299167,15.126667,CHIS,FARCP,"Finca Argovia, Chis.",520.8
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",811.9
-92.476111,15.346667,CHIS,FPZCP,"Finca la Paz, Chis.",741.6
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",190.9
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",209.8
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",481.6
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",402.8
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",430.7
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",863.08
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",694
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",379.6
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",263.8
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",211.7
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",205.2
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",371.1
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",366.6
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",330.3
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",203.2
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",234.9
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",147.2
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",577.3
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",342
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",278.3
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",237.11
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",480.5
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",377.2
-91.990278,17.525833,CHIS,PLQCP,"Palenque, Chis. SMN*",3.2
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",207.6
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",252.1
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",132.6
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",333.3
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",240.2
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",664.5
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",143.7
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",180.6
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",205.1
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",274.8
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",350.3
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",293.3
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",413.2
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",269.2
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",389.1
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",319.2
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",231.5
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",330.6
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",214.3
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",302
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",216.4
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",271.7
-93.068056,16.716944,CHIS,TXZCP,"Tuxtla Gutiérrez Zoomat, Chis.",198.4
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",602.2
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",175.94
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",305.6
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",136.6
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",31.2
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",3.02
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",47
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",54.02
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",78
-103.338333,25.695833,COAH,CUICL,"El Cuije, Coah.",10
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",2.7
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",10.5
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas Ciudad Acuña, Coah. CILA*",72
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",1
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",2.02
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",33.61
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",23.6
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",3.9
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",44
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",1
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",80
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",68.8
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",52.6
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",66.75
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",79.5
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",50
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",26.3
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",0.03
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",37.4
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",1.83
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",10.5
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",219.51
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",135.05
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",255.33
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",244.5
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",301.52
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",131.1
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",368.3
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",191.33
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clarión, Col. SEMAR*",6.86
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",39.116
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",92.1
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",230.25
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",263.8
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",319.71
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",372
-104.1,18.936111,COL,RDRCM,"Radar, Col.",240.52
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",329.2
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",100.51
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",384.52
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",253.48
-99.174167,19.240833,DF,AMC,"Academia Méx.cana de Ciencias, Cd. de Méx. UNAM*",191.16
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",204.398
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",166.2
-99.059722,19.383611,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de Méx. UNAM*",136.11
-99.140278,19.484167,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de Méx. UNAM*",126.29
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",132.09
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",116.07
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",8.38
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",209.1
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",110.73
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",39.36
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",176.79
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",229.87
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Méx SGT*",184.8
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",196.4
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",14.23
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",187.79
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",174.71
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",116.418
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",28.95
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",67.4
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",209.75
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SEGIAGUA",0
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",12.45
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",156.66
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",217.17
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",182.09
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",196.8
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",222.23
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",189.81
-99.167778,19.281667,DF,LAJOYA,"La Joya, Cd. de Méx. UNAM*",190.135
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",161.04
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",189.99
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",29.46
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",120.64
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",172.887
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de Méx. UNAM*",120.37
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",111.76
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",240.53
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",104.11
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",123.68
-99.071667,19.415,DF,PANTITLAN,"Pantitlán, Cd. de Méx. UNAM*",201.5
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",53.34
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",65.52
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",0
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",165.6
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",218.18
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",283.47
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",152.89
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",100.32
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",40.9
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",173.17
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",144.77
-99.134722,19.273333,DF,PREPA5,"Prepa 5, Cd. de Méx. UNAM*",133.55
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",296.64
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",182.87
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",130.29
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",0.25
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",187.47
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",73.15
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",149.37
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",159.99
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",73.9
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",191.01
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",140.98
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de Méx. UNAM*",236.75
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",153.94
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",193.53
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",95.24
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",56.13
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",193.6
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SEGIAGUA",61.48
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",78.24
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de Méx. UNAM*",186.8
-99.141389,19.344444,DF,TAXQUENA,"Taxqueña, Cd. de Méx. UNAM*",159.795
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",172.48
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",223.29
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",142.75
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",83.32
-99.079444,19.282778,DF,TLAHUAC,"San Pedro Tláhuac, Cd. de Méx. SEGIAGUA",38.1
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",154.44
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",200.15
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",153.92
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",43.68
