LON,LAT,EDO,CLAVE,ESTACION,jul-21
-116.302778,32.516389,BC,HNGBN,"El Hongo, B.C.",38.7
-115.466667,32.55,BC,MXCBN,"Mexicali, B.C.",0.03
-114.729444,32.703889,BC,PDMBN,"Presa derivadora Morelos, B.C.",36.51
-117.071389,32.3775,BC,PLAYAROSARITO,"Playa Rosarito, B.C. SMN*",0
-116.603333,31.891667,BC,PLOPEZZAMORA,"Presa Emilio López Zamora, B.C. SMN*",1.4
-116.678333,32.543889,BC,PRTBN,"La Puerta, B.C.",0.01
-116.64,31.704444,BC,PTBBN,"Punta Banda, B.C.",2.2
-116.661667,32.568611,BC,TECATE,"Tecate, B.C. SMN*",0.6
-111.663611,25.009722,BCS,CCNBS,"Observatorio de Ciudad Constitución, B.C.S.",4.81
-109.925833,22.8975,BCS,CSLBS,"Cabo San Lucas, B.C.S.",0.01
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",2
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",0
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",0.6
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",0
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",0.01
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",0.01
-110.059167,23.805,BCS,SANBS,"San Antonio Sur, B.C.S.",47.42
-112.478611,26.2575,BCS,SANJUANICO,"San Juanico, B.C.S. SMN*",0.2
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",0
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",36
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",4.01
-109.998611,23.555556,BCS,SLAGUNA,"Sierra La Laguna, B.C.S. SMN*",71.2
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",2.91
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",2.02
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",191.9
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",163.8
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",275.5
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",200
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",118
-91.046111,18.184444,CAMP,CNDCA,"Candelaria, Camp.",163.8
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",160.5
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",199.5
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",163.5
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",118.2
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",128.8
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",79.5
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",260.5
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",66.7
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",118
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",99.51
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",102
-106.219444,27.446667,CHIH,BOCADELRIO,"Boca del Río, Chih. SGT*",12
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",113.5
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",246.71
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",146.3
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",164.5
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",103.1
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",65.9
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",126.02
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",82.8
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",47.55
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",173.97
-106.030278,28.670556,CHIH,CHIHUAHUAob,"Observatorio de Chihuahua, Chih. SMN*",61.4
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",192.26
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",43
-105.381667,27.410278,CHIH,CL2CH,"Colina hidrométrica, Chih.",60.5
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",204.05
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",13.75
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",117.7
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",105.51
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",16.02
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",101.4
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",315.21
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",137.23
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",271
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",53.8
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",70.02
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",45.61
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",51.02
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",20.07
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",120.6
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",37
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",105.68
-104.74,29.5,CHIH,PEGUIS,"Pegüis, Chih. SGT*",20.25
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",138.22
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",105.51
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",221.01
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",153.1
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",146.31
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",172
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",358.4
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",153.18
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",41.01
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",85
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",171.3
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",144.2
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",111.1
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",406.3
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",63
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",64.8
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",67.6
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",346.2
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",165.6
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",93.4
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",150.8
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",91.3
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",93.3
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",69.71
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",277.3
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",453.5
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",58.8
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",390
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",242.4
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",162.7
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",511.9
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",182.4
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",304.8
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",83.7
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",444.5
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",454.2
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",194.54
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",274.6
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",264.7
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",256
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",65
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",65
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",158.6
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",153.9
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",176.1
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",437.7
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",103.6
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",76
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",95.6
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",66.3
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",56.23
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",232
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",317
-91.990278,17.525833,CHIS,PLQCP,"Palenque, Chis. SMN*",12.6
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",38.8
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",143.3
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",220.9
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",202.1
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",309.8
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",31.9
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",44.4
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",128.4
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",160.4
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",118.2
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",126.4
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",124.8
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",29
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",78.3
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",600.1
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",276.8
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",159.6
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",109.1
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",99.83
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",105
-93.068056,16.716944,CHIS,TXZCP,"Tuxtla Gutiérrez Zoomat, Chis.",60.15
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",140.2
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",34.91
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",109.4
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",128.03
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",82
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",52.01
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",110
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",103.01
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",139.01
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",69.5
-103.338333,25.695833,COAH,CUICL,"El Cuije, Coah.",15
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",44.14
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",101.3
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas Ciudad Acuña, Coah. CILA*",45.296
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",87.15
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",16.13
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",27.2
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",40.4
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",141
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",119
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",97
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",26
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",104.82
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",108.4
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",106
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",67
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",55.5
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",41.51
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",28.85
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",110.52
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",60.3
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",37.02
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",249.5
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",181.81
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",314.71
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",134.21
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",204.94
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",57.63
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",72.84
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clarión, Col. SEMAR*",0
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",10.922
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",36.2
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",193.82
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",110.8
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",119.43
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",191
-104.1,18.936111,COL,RDRCM,"Radar, Col.",112.71
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",62.53
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",202.02
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",107.7
-99.174167,19.240833,DF,AMC,"Academia Méx.cana de Ciencias, Cd. de Méx. UNAM*",91.11
-99.102778,19.423056,DF,BALBUENA,"Balbuena, Cd. de Méx. UNAM*",118.405
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",129.627
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",113.86
-99.059722,19.383611,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de Méx. UNAM*",97.11
-99.140278,19.484167,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de Méx. UNAM*",141.09
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",161.78
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",100.09
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",15.49
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",164.04
-99.196111,19.311667,DF,CENAPRED,"Centro de Ciencias de la Atmósfera CENAPRED, Cd. de Méx SMN*",222.8
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",150.64
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",48.24
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",169.67
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",247.13
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Méx SGT*",178.45
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",154.36
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",59.44
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",228.65
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",144.61
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",85.33
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",66.7
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",91.95
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SEGIAGUA",1.52
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",236.73
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",113.01
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",225.05
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",269.49
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",104.3
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",213.2
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",119
-99.167778,19.281667,DF,LAJOYA,"La Joya, Cd. de Méx. UNAM*",157.211
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",48.25
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",84.08
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",159.02
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",129.27
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",105.314
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de Méx. UNAM*",91.13
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",56.89
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",88.89
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",88.57
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",90.74
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",195.87
-99.071667,19.415,DF,PANTITLAN,"Pantitlán, Cd. de Méx. UNAM*",85.87
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",86.1
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",53.57
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",70.62
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",70.88
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",114.28
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",141.46
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",130.05
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",53.6
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",68.06
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",77.46
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",40.12
-99.134722,19.273333,DF,PREPA5,"Prepa 5, Cd. de Méx. UNAM*",162.21
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",202.95
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",140.44
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",100.07
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",24.37
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",175.5
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",78.24
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",228.09
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",81.77
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",188.72
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",202.43
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",44.46
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de Méx. UNAM*",227.08
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",86.36
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",230.41
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",71.13
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",24.38
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",106.4
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SEGIAGUA",76.19
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",9.89
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de Méx. UNAM*",190.097
-99.141389,19.344444,DF,TAXQUENA,"Taxqueña, Cd. de Méx. UNAM*",182.242
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",183.88
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",227.59
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",141.74
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",77.22
-99.079444,19.282778,DF,TLAHUAC,"San Pedro Tláhuac, Cd. de Méx. SEGIAGUA",0.25
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",128.28
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",74.7
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",90.67
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",104.65
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",169.17
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",168.13
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",214.37
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",11.42
-99.189444,19.503333,DF,UAMAZC,"Universidad Autónoma Metropolitana Azcapotzalco, Cd. de Méx. UNAM*",222.93
-99.181111,19.3475,DF,UNIVERSIDADDF,"Universidad, Cd. de Méx. SEGIAGUA",153.41
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de Méx. UNAM*",62.69
-104.066111,25.263333,DGO,AM2DR,"Agustín Melgar, Dgo. SMN*",27.75
-104.810278,24.540278,DGO,CBRDR,"Caboraca, Dgo.",284.07
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",167.02
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",53.54
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",67.51
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",255.3
