LON,LAT,EDO,CLAVE,ESTACION,ago-21
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",69.03
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",114.82
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",175.4
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",38.52
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",79.14
-104.74,29.5,CHIH,PEGUIS,"Pegüis, Chih. SGT*",25.75
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",111.36
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",125.02
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",78.02
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",84
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",57.14
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",46.53
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",230.9
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",38.09
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",109.55
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",154.7
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",246.74
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",321.4
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",117.8
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",128.8
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",878.2
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",169.7
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",311.6
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",49.2
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",420.1
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",288
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",193.5
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",424.5
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",358.5
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",147.4
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",170.2
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",250.16
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",143.4
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",756.1
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",355.2
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",123.6
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",462.2
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",446.4
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",231.8
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",866.2
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",220.3
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",822.6
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",212.2
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",512.1
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",807.4
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",456.39
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",305
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",285.9
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",464.5
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",224.1
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",319.7
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",341
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",245.6
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",118.9
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",117.4
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",660.9
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",267
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",145.8
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",248.6
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",195.8
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",182
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",211.4
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",196.02
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",268.5
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",529.5
-91.990278,17.525833,CHIS,PLQCP,"Palenque, Chis. SMN*",7.2
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",126.8
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",371.93
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",382.7
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",266
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",477.5
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",338.1
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",189.3
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",178.3
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",195.8
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",288.8
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",199.4
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",147.2
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",311.4
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",233.4
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",186.4
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",160
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",407.8
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",424.1
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",453.1
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",236.6
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",167.82
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",286.9
-93.068056,16.716944,CHIS,TXZCP,"Tuxtla Gutiérrez Zoomat, Chis.",216
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",159.6
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",132.95
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",105.1
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",96
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",34.8
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",52.02
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",27.416
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",12.2
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",56.9
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",49
-103.338333,25.695833,COAH,CUICL,"El Cuije, Coah.",62.01
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",78.03
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",43.23
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas Ciudad Acuña, Coah. CILA*",45.6
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",72.51
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",45.02
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",26.9
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",8.2
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",28.2
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",22
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",23.25
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",208
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",149
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",114.4
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",48.5
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",18.5
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",39
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",81.5
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",49.16
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",79.51
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",113.33
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",118.51
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",368.51
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",279.63
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",287.43
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",324.23
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",554.85
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",405.6
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",139.1
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",399.53
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clarión, Col. SEMAR*",50.04
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",40.64
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",255.5
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",400.91
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",370.4
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",400.01
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",530
-104.1,18.936111,COL,RDRCM,"Radar, Col.",273.72
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",467.02
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",261.04
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",139.44
-99.174167,19.240833,DF,AMC,"Academia Méx.cana de Ciencias, Cd. de Méx. UNAM*",176.37
-99.102778,19.423056,DF,BALBUENA,"Balbuena, Cd. de Méx. UNAM*",165.874
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",152.61
-99.059722,19.383611,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de Méx. UNAM*",141.43
-99.140278,19.484167,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de Méx. UNAM*",135.52
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",85.84
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",53.85
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",41.65
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",153.73
-99.196111,19.311667,DF,CENAPRED,"Centro de Ciencias de la Atmósfera CENAPRED, Cd. de Méx SMN*",184.4
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",89.91
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",47.5
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",86.87
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Méx SGT*",131.88
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",93.6
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",8.88
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",180.15
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",117.98
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",88.14
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",41.4
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",89.92
-99.221111,19.321944,DF,DHUMANOS,"Derechos Humanos, Cd. de Méx. UNAM*",105.334
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",30.74
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",111.5
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",113.79
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",83.83
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",151.4
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",93.46
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",150.49
-99.167778,19.281667,DF,LAJOYA,"La Joya, Cd. de Méx. UNAM*",141.595
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",65.28
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",4.83
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",12.95
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",32.52
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",220.178
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de Méx. UNAM*",161.19
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",111.49
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",114.55
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",133.43
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",79.26
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",110.54
-99.071667,19.415,DF,PANTITLAN,"Pantitlán, Cd. de Méx. UNAM*",131.38
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",80.02
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",54.35
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",2.79
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",93.68
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",97.03
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",70.1
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",102.35
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",32
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",75.97
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",127.49
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",116.07
-99.134722,19.273333,DF,PREPA5,"Prepa 5, Cd. de Méx. UNAM*",146.79
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",97.54
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",90.17
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",105.67
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",15.24
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",83.83
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",8.64
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",60.44
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",91.2
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",112.77
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",89.14
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",105.65
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de Méx. UNAM*",129.48
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",122.41
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",69.34
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",74.41
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",130.31
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",143.6
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",9.68
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de Méx. UNAM*",165.502
-99.141389,19.344444,DF,TAXQUENA,"Taxqueña, Cd. de Méx. UNAM*",198.817
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",100.84
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",134.59
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",73.14
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",125.99
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",85.33
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",103.36
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",68.07
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",87.11
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",57.14
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",73.91
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",120.15
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",6.09
-99.189444,19.503333,DF,UAMAZC,"Universidad Autónoma Metropolitana Azcapotzalco, Cd. de Méx. UNAM*",127.9
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de Méx. UNAM*",167.99
-104.066111,25.263333,DGO,AM2DR,"Agustín Melgar, Dgo. SMN*",45
-104.810278,24.540278,DGO,CBRDR,"Caboraca, Dgo.",57.12
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",138.95
